
1662436108689 :: get_profile ::  :: 1662436108689 :: response

1662451930027 :: orderBook ::  :: 1662451931090 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -28.2, 'chp': -7.67, 'lp': 339.65, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662451931090 :: orderBook ::  :: 1662451932089 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -68.3, 'chp': -15.18, 'lp': 381.55, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662451990029 :: orderBook ::  :: 1662451991044 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -35.95, 'chp': -9.77, 'lp': 331.9, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662451991044 :: orderBook ::  :: 1662451992091 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -54.4, 'chp': -12.09, 'lp': 395.45, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452050015 :: orderBook ::  :: 1662452051140 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -25.35, 'chp': -6.89, 'lp': 342.5, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452051140 :: orderBook ::  :: 1662452052264 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -70.1, 'chp': -15.58, 'lp': 379.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452110016 :: orderBook ::  :: 1662452111094 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -26.65, 'chp': -7.24, 'lp': 341.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452111094 :: orderBook ::  :: 1662452112094 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -72.25, 'chp': -16.06, 'lp': 377.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452170018 :: orderBook ::  :: 1662452171033 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -51.45, 'chp': -13.99, 'lp': 316.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452171033 :: orderBook ::  :: 1662452172049 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -33.45, 'chp': -7.44, 'lp': 416.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452230019 :: orderBook ::  :: 1662452231097 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -65.25, 'chp': -17.74, 'lp': 302.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452231097 :: orderBook ::  :: 1662452232113 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -40.0, 'chp': -8.89, 'lp': 409.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452290021 :: orderBook ::  :: 1662452291052 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -54.05, 'chp': -14.69, 'lp': 313.8, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452291052 :: orderBook ::  :: 1662452292083 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -48.5, 'chp': -10.78, 'lp': 401.35, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452350022 :: orderBook ::  :: 1662452351085 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -54.9, 'chp': -14.92, 'lp': 312.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452351085 :: orderBook ::  :: 1662452352131 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -31.9, 'chp': -7.09, 'lp': 417.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452410024 :: orderBook ::  :: 1662452411086 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -56.85, 'chp': -15.45, 'lp': 311.0, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452411086 :: orderBook ::  :: 1662452412086 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -29.1, 'chp': -6.47, 'lp': 420.75, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452470025 :: orderBook ::  :: 1662452471056 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -54.65, 'chp': -14.86, 'lp': 313.2, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452471056 :: orderBook ::  :: 1662452472072 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -42.25, 'chp': -9.39, 'lp': 407.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452530027 :: orderBook ::  :: 1662452531276 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -42.0, 'chp': -11.42, 'lp': 325.85, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452531276 :: orderBook ::  :: 1662452532276 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -57.25, 'chp': -12.73, 'lp': 392.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452590028 :: orderBook ::  :: 1662452591091 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -35.35, 'chp': -9.61, 'lp': 332.5, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452591091 :: orderBook ::  :: 1662452592153 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -61.45, 'chp': -13.66, 'lp': 388.4, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452650014 :: orderBook ::  :: 1662452651061 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -36.25, 'chp': -9.85, 'lp': 331.6, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452651061 :: orderBook ::  :: 1662452652045 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -64.9, 'chp': -14.43, 'lp': 384.95, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452710016 :: orderBook ::  :: 1662452711062 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -34.3, 'chp': -9.32, 'lp': 333.55, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452711062 :: orderBook ::  :: 1662452712109 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -63.75, 'chp': -14.17, 'lp': 386.1, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

1662452770017 :: orderBook ::  :: 1662452771064 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:12', 'id': '222090643565', 'exchOrdId': '1500000007275646', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 6, 'qty': 25, 'remainingQuantity': 25, 'filledQty': 0, 'limitPrice': 442.9, 'stopPrice': 441.9, 'type': 4, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 1, 'fyToken': '101122090846466', 'offlineOrder': False, 'message': 'CONFIRMED', 'orderNumStatus': '222090643565:6', 'tradedPrice': 0.0, 'symbol': 'NSE:BANKNIFTY2290839800CE', 'ch': -31.75, 'chp': -8.63, 'lp': 336.1, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 39800 CE'}]}

1662452771064 :: orderBook ::  :: 1662452772079 :: {'s': 'ok', 'code': 200, 'message': '', 'orderBook': [{'orderDateTime': '06-Sep-2022 09:31:05', 'id': '222090643585', 'exchOrdId': '1700000006821796', 'side': 1, 'segment': 11, 'instrument': 14, 'productType': 'INTRADAY', 'status': 2, 'qty': 25, 'remainingQuantity': 0, 'filledQty': 25, 'limitPrice': 436.1, 'stopPrice': 0.0, 'type': 1, 'discloseQty': 0, 'dqQtyRem': 0, 'orderValidity': 'DAY', 'Source': 'ITS', 'exchange': 10, 'slNo': 2, 'fyToken': '101122090846481', 'offlineOrder': False, 'message': 'TRADE CONFIRMED', 'orderNumStatus': '222090643585:2', 'tradedPrice': 436.1, 'symbol': 'NSE:BANKNIFTY2290840000PE', 'ch': -65.95, 'chp': -14.66, 'lp': 383.9, 'ex_sym': 'BANKNIFTY', 'description': '22 Sep 08 40000 PE'}]}

